id,name,price,rooms,size,store,elevator,link,area,date_published
34958761,"Piso en calle general rodrigo, Vallehermoso, Madrid 609 212 597 ",1450,1,12,4,t,/inmueble/34958761/,chamberi,2016-10-26
34933043,"Piso en calle de Cartagena, Ciudad Jardín, Madrid 912 176 458 ",1500,2,80,2,t,/inmueble/34933043/,chamartin,2016-10-24
34934118,"Ático en calle De Las Moquetas, Valdeacederas, Madrid 916 357 625 ",850,2,80,3,f,/inmueble/34934118/,tetuan,2016-10-24
32064810,"Pide fotos al anunciantePiso en calle de mauricio legendre, 33, Castilla, Madrid",850,3,70,3,t,/inmueble/32064810/,chamartin,2016-10-01
34709370,"Piso en calle Geranios, Ventilla-Almenara, Madrid 918 007 215 ",575,1,47,0,f,/inmueble/34709370/,tetuan,2016-10-01
31153104,"Ático en calle de lérida, 24, Cuatro Caminos, Madrid 677 408 850 ",900,1,100,5,t,/inmueble/31153104/,tetuan,2016-10-01
34708654,"Dúplex en calle Pedro Rogel, 9, Bellas Vistas, Madrid",720,1,47,1,f,/inmueble/34708654/,tetuan,2016-10-01
34708455,"Piso en calle Chumbera, Berruguete, Madrid 913 119 220 ",595,1,49,1,f,/inmueble/34708455/,tetuan,2016-10-01
34739493,"Estudio en calle Vargas, 7, Nuevos Ministerios-Ríos Rosas, Madrid 918 003 587 ",600,0,43,4,t,/inmueble/34739493/,chamberi,2016-10-05
34757670,"Piso en Cuzco-Castillejos, Madrid 918 004 369 ",800,1,60,4,t,/inmueble/34757670/,tetuan,2016-10-06
34895653,"Piso en Cuzco-Castillejos, Madrid 916 358 326 ",1750,2,70,3,t,/inmueble/34895653/,tetuan,2016-10-20
33017228,"Piso en calle de santa engracia, 141, Nuevos Ministerios-Ríos Rosas, Madrid 626 386 750 ",1050,1,34,6,t,/inmueble/33017228/,chamberi,2016-10-02
34723022,"Piso en MAGALLANES, Arapiles, Madrid 916 359 013 ",1700,2,39,5,t,/inmueble/34723022/,chamberi,2016-10-03
34712783,"Piso en calle de Cartagena, 99, Prosperidad, Madrid 609 266 718 ",1400,4,115,4,t,/inmueble/34712783/,chamartin,2016-10-02
34719928,"Piso en calle Magallanes, Arapiles, Madrid 911 363 512 ",1700,2,110,5,t,/inmueble/34719928/,chamberi,2016-10-03
34718659,"Piso en calle Magallanes, Arapiles, Madrid 693 814 330 ",1700,2,109,5,t,/inmueble/34718659/,chamberi,2016-10-03
29287742,"Piso en calle Colombia, 9, Bernabéu-Hispanoamérica, Madrid 654 904 355 ",1450,2,90,6,t,/inmueble/29287742/,chamartin,2016-10-06
34730849,"Dúplex en Nueva España, Madrid 918 003 692 ",1600,2,90,4,t,/inmueble/34730849/,chamartin,2016-10-04
34763429,"Piso en calle orense, Cuzco-Castillejos, Madrid 918 003 425 ",800,1,70,5,t,/inmueble/34763429/,tetuan,2016-10-06
34759141,"Piso en calle de Raimundo Fernández Villaverde, Cuatro Caminos, Madrid 918 008 146 ",920,1,56,7,t,/inmueble/34759141/,tetuan,2016-10-06
34721559,"Piso en Pio XII, Castilla, Madrid 912 184 916 ",780,1,65,5,t,/inmueble/34721559/,chamartin,2016-10-03
30320663,"Piso en calle Serrano, 221, Bernabéu-Hispanoamérica, Madrid 911 790 741 ",1000,1,60,5,t,/inmueble/30320663/,chamartin,2016-10-03
34777600,"Piso en calle san julio, El Viso, Madrid 911 790 728 ",1400,3,108,1,t,/inmueble/34777600/,chamartin,2016-10-08
29615222,"Estudio en Prosperidad, Madrid 912 783 152 ",495,0,45,0,f,/inmueble/29615222/,chamartin,2016-10-03
2078559,"Piso en calle Juan Pantoja, 24, Bellas Vistas, Madrid 629 734 105 ",630,1,41,0,f,/inmueble/2078559/,tetuan,2016-10-12
34818990,"Piso en calle de Sor Ángela de la Cruz, Cuzco-Castillejos, Madrid 912 179 024 ",1100,2,115,4,t,/inmueble/34818990/,tetuan,2016-10-13
34816920,"Piso en calle del Corazon de Maria, 66, Prosperidad, Madrid 911 390 055 ",1800,3,135,10,t,/inmueble/34816920/,chamartin,2016-10-13
2079407,"Estudio en calle Orense, 46, Cuzco-Castillejos, Madrid 666 511 502 ",650,0,56,5,t,/inmueble/2079407/,tetuan,2016-10-03
26750092,"Piso en calle Salamanca, 27, Cuatro Caminos, Madrid 914 891 064 ",1300,2,110,6,t,/inmueble/26750092/,tetuan,2016-10-03
30913442,"Ático en calle huesca, 19, Cuzco-Castillejos, Madrid 606 140 858 ",800,2,58,4,f,/inmueble/30913442/,tetuan,2016-10-03
34729905,"Pide fotos al anunciantePiso en calle Carlos Caamano, 10, Nueva España, Madrid 913 458 817 ",750,1,45,0,f,/inmueble/34729905/,chamartin,2016-10-04
32025532,"Piso en calle vallehermoso, 73, Arapiles, Madrid 656 353 266 ",1000,1,89,3,t,/inmueble/32025532/,chamberi,2016-10-01
34542596,"Piso en plaza descubridor diego rodas, Nuevos Ministerios-Ríos Rosas, Madrid 914 878 190 ",1500,2,80,1,t,/inmueble/34542596/,chamberi,2016-10-01
29384125,"Piso en calle General Ampudia, 3, Vallehermoso, Madrid 677 694 920 ",1500,2,90,10,t,/inmueble/29384125/,chamberi,2016-10-04
34735737,"Estudio en calle Dulcinea, 23, Cuatro Caminos, Madrid 636 778 605 ",450,0,36,0,f,/inmueble/34735737/,tetuan,2016-10-04
34734022,"Piso en Berruguete, Madrid 914 898 357 ",775,5,140,4,t,/inmueble/34734022/,tetuan,2016-10-04
26066012,"Piso en calle Capitan Blanco Argibay, 87, Valdeacederas, Madrid 914 870 972 ",750,1,90,0,f,/inmueble/26066012/,tetuan,2016-10-04
34836615,"Piso en calle de Rafael Ceballos, Ventilla-Almenara, Madrid 916 357 625 ",850,3,90,2,f,/inmueble/34836615/,tetuan,2016-10-14
34738679,"Piso en Cuzco-Castillejos, Madrid 917 822 400 ",1050,2,70,0,f,/inmueble/34738679/,tetuan,2016-10-05
34719593,"Pide fotos al anunciantePiso en calle del Marqués de Leis, Cuzco-Castillejos, Madrid 912 660 483 ",650,1,42,0,f,/inmueble/34719593/,tetuan,2016-10-03
1792646,"Piso en calle Raimundo Fernández Villaverde, 31, Cuatro Caminos, Madrid 607 663 535 ",700,1,40,6,t,/inmueble/1792646/,tetuan,2016-10-04
1866925,"Piso en calle Oviedo, 12, Cuatro Caminos, Madrid 628 938 374 ",575,1,36,0,f,/inmueble/1866925/,tetuan,2016-10-04
34841815,"Piso en calle de garcía de paredes, 17, Trafalgar, Madrid 914 113 253 ",1150,4,110,4,t,/inmueble/34841815/,chamberi,2016-10-14
34737417,"Estudio en Eguilaz, 5, Trafalgar, Madrid 607 158 737 ",675,0,25,2,f,/inmueble/34737417/,chamberi,2016-10-05
32413245,"Piso en Gaztambide, Madrid 911 960 000 ",950,2,62,5,t,/inmueble/32413245/,chamberi,2016-10-15
32922281,"Piso en calle de jerónima llorente, 55, Bellas Vistas, Madrid 607 692 609 ",650,1,65,0,f,/inmueble/32922281/,tetuan,2016-10-21
34907109,"Piso en calle de Alfonso X, Almagro, Madrid 911 796 581 ",2200,2,130,3,t,/inmueble/34907109/,chamberi,2016-10-21
763622,"Piso en Cuatro Caminos, Madrid 692 144 529 ",970,1,70,5,t,/inmueble/763622/,tetuan,2016-10-08
34762984,"Piso en Ciudad Jardín, Madrid 918 004 369 ",700,2,45,0,f,/inmueble/34762984/,chamartin,2016-10-06
34753657,"Ático en Prosperidad, Madrid 918 003 293 ",1250,2,75,2,f,/inmueble/34753657/,chamartin,2016-10-06
31521481,"Dúplex en calle Cantueso, 43, Valdeacederas, Madrid 649 255 518 ",800,2,32,3,t,/inmueble/31521481/,tetuan,2016-10-13
32649892,"Piso en calle ricardo gutiérrez, 16, Berruguete, Madrid 658 580 180 ",690,2,55,1,f,/inmueble/32649892/,tetuan,2016-10-13
34823045,"Piso en calle de Breton de los Herreros, 56, Nuevos Ministerios-Ríos Rosas, Madrid 692 174 777 ",1300,2,80,3,t,/inmueble/34823045/,chamberi,2016-10-13
1777974,"Piso en calle Fuente del Saz, 4, Bernabéu-Hispanoamérica, Madrid 629 180 213 ",690,2,50,1,f,/inmueble/1777974/,chamartin,2016-10-16
34958129,"Piso en calle de Raimundo Fernández Villaverde, Nuevos Ministerios-Ríos Rosas, Madrid 609 212 597 ",2900,2,31,3,t,/inmueble/34958129/,chamberi,2016-10-26
34926378,"Piso en calle General Varela, Cuzco-Castillejos, Madrid 918 003 967 ",750,1,75,4,t,/inmueble/34926378/,tetuan,2016-10-24
34920968,"Piso en calle Núñez Morgado, 4, Castilla, Madrid 656 388 583 ",600,1,50,2,t,/inmueble/34920968/,chamartin,2016-10-24
34726427,"Piso en calle de Orfila, 5, Almagro, Madrid",850,1,43,3,t,/inmueble/34726427/,chamberi,2016-10-04
34723756,"Piso en calle Rafael Calvo, Almagro, Madrid 913 106 350 ",1400,2,101,1,t,/inmueble/34723756/,chamberi,2016-10-04
34933381,"Piso en calle de Müller, 15, Valdeacederas, Madrid 610 763 472 ",1250,1,85,3,t,/inmueble/34933381/,tetuan,2016-10-24
29559154,"Piso en calle del Príncipe de Vergara, 255, Bernabéu-Hispanoamérica, Madrid 648 779 636 ",1000,1,63,1,t,/inmueble/29559154/,chamartin,2016-10-14
1810767,"Piso en calle Villaamil, 10, Berruguete, Madrid 679 513 982 ",1300,4,130,3,t,/inmueble/1810767/,tetuan,2016-10-14
368924,"Piso en calle Corazon de Maria, 45, Prosperidad, Madrid 609 978 339 ",700,1,25,4,t,/inmueble/368924/,chamartin,2016-10-10
34926074,"Piso en Arapiles, Arapiles, Madrid 918 006 391 ",1800,2,17,4,t,/inmueble/34926074/,chamberi,2016-10-23
34777371,"Piso en calle del Torpedero Tucumán, Nueva España, Madrid 916 351 347 ",600,2,65,1,f,/inmueble/34777371/,chamartin,2016-10-08
34753420,"Piso en calle Corazón de María, Prosperidad, Madrid 914 892 199 ",920,2,94,8,t,/inmueble/34753420/,chamartin,2016-10-06
34762675,"Piso en calle de Orense, s/n, Cuatro Caminos, Madrid 912 188 763 ",1200,1,60,8,t,/inmueble/34762675/,tetuan,2016-10-06
34759111,"Piso en calle de Orense, Cuzco-Castillejos, Madrid 911 796 435 ",800,1,60,4,t,/inmueble/34759111/,tetuan,2016-10-06
34784155,"Piso en calle del Doctor Fleming, 44, Nueva España, Madrid 607 549 851 ",900,1,42,2,t,/inmueble/34784155/,chamartin,2016-10-08
34759295,"Estudio en calle Constancia, 39, Prosperidad, Madrid 658 722 024 ",450,0,30,1,t,/inmueble/34759295/,chamartin,2016-10-06
34814785,"Piso en calle Juan Pantoja, 8, Bellas Vistas, Madrid 697 653 049 ",600,1,60,1,t,/inmueble/34814785/,tetuan,2016-10-12
389520,"Piso en calle General Varela, 35, Cuzco-Castillejos, Madrid 660 323 056 ",750,1,75,4,t,/inmueble/389520/,tetuan,2016-10-10
34817277,"Estudio en calle Azahar, 6, Cuzco-Castillejos, Madrid 654 246 346 ",700,0,40,2,t,/inmueble/34817277/,tetuan,2016-10-13
34795687,"Piso en paseo de la Castellana, s/n, Bernabéu-Hispanoamérica, Madrid 912 189 736 ",799,2,75,6,t,/inmueble/34795687/,chamartin,2016-10-10
34835451,"Piso en calle las Matas, 13, Berruguete, Madrid 609 860 932 ",795,3,60,3,f,/inmueble/34835451/,tetuan,2016-10-14
34793187,"Piso en calle de Juan Ramón Jiménez, s/n, Bernabéu-Hispanoamérica, Madrid 912 176 458 ",1500,1,75,6,t,/inmueble/34793187/,chamartin,2016-10-10
34794596,"Estudio en Nuevos Ministerios-Ríos Rosas, Madrid 918 002 569 ",2500,0,400,0,f,/inmueble/34794596/,chamberi,2016-10-10
34791402,"Piso en calle Cardenal Cisneros, 5, Trafalgar, Madrid",650,1,30,3,t,/inmueble/34791402/,chamberi,2016-10-10
34791268,"Piso en Santa Engracia, 111, Trafalgar, Madrid 635 636 841 ",2700,4,230,6,t,/inmueble/34791268/,chamberi,2016-10-10
34816870,"Piso en calle De Luis Cabrera, 68, Prosperidad, Madrid 911 390 055 ",1250,2,75,2,t,/inmueble/34816870/,chamartin,2016-10-13
34824416,"Piso en calle de Raimundo Fernández Villaverde, Cuatro Caminos, Madrid 918 008 146 ",920,1,57,7,t,/inmueble/34824416/,tetuan,2016-10-13
34751649,"Piso en calle de Treviño, Nuevos Ministerios-Ríos Rosas, Madrid 916 351 396 ",750,3,22,1,t,/inmueble/34751649/,chamberi,2016-10-05
34838554,"Piso en Monteleón, 44, Trafalgar, Madrid 912 188 331 ",1650,3,120,1,t,/inmueble/34838554/,chamberi,2016-10-14
34909129,"Piso en SANTA JULIANA, 28, Bellas Vistas, Madrid 912 661 564 ",625,1,45,0,f,/inmueble/34909129/,tetuan,2016-10-21
34750295,"Estudio en calle de Galileo, s/n, Arapiles, Madrid 912 188 763 ",750,0,52,5,t,/inmueble/34750295/,chamberi,2016-10-05
34750103,"Piso en calle Magallanes, Arapiles, Madrid 912 175 372 ",1700,2,110,6,t,/inmueble/34750103/,chamberi,2016-10-05
34745381,"Piso en calle de Alonso Cano, Nuevos Ministerios-Ríos Rosas, Madrid 912 666 479 ",850,2,50,3,t,/inmueble/34745381/,chamberi,2016-10-05
34742810,"Piso en calle del Cardenal Cisneros, 5, Trafalgar, Madrid",525,1,30,2,t,/inmueble/34742810/,chamberi,2016-10-05
27678451,"Dúplex en calle de Alenza, 14, Nuevos Ministerios-Ríos Rosas, Madrid 650 431 614 ",790,2,75,4,f,/inmueble/27678451/,chamberi,2016-10-05
34926174,"Piso en calle del Cactus, 34, Valdeacederas, Madrid 630 981 916 ",450,2,55,4,f,/inmueble/34926174/,tetuan,2016-10-24
34929993,"Piso en calle Dracena, 12, Nueva España, Madrid 655 981 050 ",800,3,78,2,f,/inmueble/34929993/,chamartin,2016-10-24
34760232,"Piso en calle de carranza, 4, Trafalgar, Madrid 606 889 671 ",1000,1,40,4,f,/inmueble/34760232/,chamberi,2016-10-06
34933209,"Piso en calle Nuestra Señora del Carmen, Berruguete, Madrid 916 357 625 ",800,2,60,3,f,/inmueble/34933209/,tetuan,2016-10-24
34957898,"Estudio en Almagro, Madrid 916 352 641 ",900,0,46,1,t,/inmueble/34957898/,chamberi,2016-10-26
34935184,"Piso en calle de García de Paredes, Almagro, Madrid 916 359 013 ",1300,1,41,2,t,/inmueble/34935184/,chamberi,2016-10-24
34786728,"Piso en VALLEHERMOSO, Vallehermoso, Madrid 918 003 967 ",1000,2,0,0,f,/inmueble/34786728/,chamberi,2016-10-09
34931965,"Piso en Nuevos Ministerios-Ríos Rosas, Madrid 918 004 369 ",1000,2,65,2,t,/inmueble/34931965/,chamberi,2016-10-24
34768649,"Ático en calle María Juana, Berruguete, Madrid 916 352 741 ",750,0,28,3,t,/inmueble/34768649/,tetuan,2016-10-07
34764833,"Piso en calle Tenerife, 58, Bellas Vistas, Madrid 617 932 755 ",600,2,50,3,f,/inmueble/34764833/,tetuan,2016-10-07
34766195,"Ático en calle de Santa Engracia, 37, Trafalgar, Madrid 606 762 079 ",2600,2,120,8,t,/inmueble/34766195/,chamberi,2016-10-07
34747572,"Piso en calle del Príncipe de Vergara, Bernabéu-Hispanoamérica, Madrid 912 663 214 ",1200,1,90,5,t,/inmueble/34747572/,chamartin,2016-10-05
34750046,"Piso en calle de Luis Cabrera, 92, Prosperidad, Madrid 699 861 222 ",1000,3,110,1,t,/inmueble/34750046/,chamartin,2016-10-05
34749978,"Piso en calle de Luis Cabrera, 92, Prosperidad, Madrid 699 861 222 ",1000,3,110,1,t,/inmueble/34749978/,chamartin,2016-10-05
34936502,"Estudio en calle de los Artistas, Cuatro Caminos, Madrid 912 175 297 ",700,0,30,2,f,/inmueble/34936502/,tetuan,2016-10-25
34749861,"Piso en Prosperidad, Madrid 918 004 369 ",650,1,50,0,f,/inmueble/34749861/,chamartin,2016-10-05
34749806,"Piso en calle de Santa Hortensia, Prosperidad, Madrid 912 668 425 ",850,3,76,6,t,/inmueble/34749806/,chamartin,2016-10-05
34748619,"Ático en calle Zabaleta, Prosperidad, Madrid 912 668 425 ",1400,3,111,4,t,/inmueble/34748619/,chamartin,2016-10-05
34948825,"Estudio en calle Marqués de Lema, 7, Vallehermoso, Madrid 649 326 126 ",600,0,35,4,t,/inmueble/34948825/,chamberi,2016-10-26
34747082,"Piso en Prosperidad, Madrid 646 241 637 ",750,1,50,4,t,/inmueble/34747082/,chamartin,2016-10-05
34953120,"Piso en Berruguete, Madrid 914 875 417 ",800,2,60,3,t,/inmueble/34953120/,tetuan,2016-10-26
31206712,"Piso en calle don quijote, 4, Cuatro Caminos, Madrid 696 237 054 ",480,1,40,0,f,/inmueble/31206712/,tetuan,2016-10-27
34857477,"Piso en Nueva España, Madrid 918 003 021 ",750,1,50,9,t,/inmueble/34857477/,chamartin,2016-10-17
34745289,"Dúplex en calle de Luis Cabrera, Prosperidad, Madrid 917 580 880 ",825,1,70,0,f,/inmueble/34745289/,chamartin,2016-10-05
34743775,"Piso en calle de Gabriel Lobo, El Viso, Madrid 914 892 083 ",1400,1,50,2,t,/inmueble/34743775/,chamartin,2016-10-05
34738292,"Piso en calle de Pradillo, 26, Ciudad Jardín, Madrid 628 227 321 ",840,1,58,3,t,/inmueble/34738292/,chamartin,2016-10-05
34798098,"Piso en Nueva España, Madrid 916 358 319 ",1600,2,90,4,t,/inmueble/34798098/,chamartin,2016-10-11
34798211,"Piso en calle General Pintos, 56, Ventilla-Almenara, Madrid 686 971 037 ",700,1,40,1,t,/inmueble/34798211/,tetuan,2016-10-11
34985521,"Piso en Trafalgar, Madrid 911 960 000 ",900,2,35,2,t,/inmueble/34985521/,chamberi,2016-10-29
34753205,"Piso en calle carlos caamano, Nueva España, Madrid 911 790 728 ",750,1,54,0,f,/inmueble/34753205/,chamartin,2016-10-06
34760290,"Piso en calle de Orense, Cuzco-Castillejos, Madrid 912 186 587 ",800,1,60,5,t,/inmueble/34760290/,tetuan,2016-10-06
30551483,"Piso en Bellas Vistas, Madrid 917 822 400 ",900,2,74,0,f,/inmueble/30551483/,tetuan,2016-10-06
34750433,"Piso en calle Azucenas, 41, Valdeacederas, Madrid 619 071 999 ",650,1,45,0,f,/inmueble/34750433/,tetuan,2016-10-05
400847,"Piso en calle Conde Serallo, 1, Ventilla-Almenara, Madrid 654 248 628 ",550,1,40,3,t,/inmueble/400847/,tetuan,2016-10-05
34746469,"Estudio en calle de la Infanta Mercedes, 91, Cuzco-Castillejos, Madrid 608 119 035 ",750,0,45,8,t,/inmueble/34746469/,tetuan,2016-10-05
34747547,"Estudio en calle de Molina, 22, Ventilla-Almenara, Madrid 916 356 745 ",625,0,30,2,t,/inmueble/34747547/,tetuan,2016-10-05
34746021,"Estudio en HUESCA, 6, Cuzco-Castillejos, Madrid 911 312 000 ",490,0,30,3,f,/inmueble/34746021/,tetuan,2016-10-05
34737747,"Piso en calle de Orense, 18, Cuatro Caminos, Madrid 640 829 011 ",1200,1,60,8,t,/inmueble/34737747/,tetuan,2016-10-05
28820872,"Piso en calle Esperanza Sánchez Carrascosa, 61, Valdeacederas, Madrid 609 125 328 ",695,2,75,1,t,/inmueble/28820872/,tetuan,2016-10-05
34777279,"Piso en calle del Torpedero Tucumán, Nueva España, Madrid 916 351 347 ",600,2,65,1,f,/inmueble/34777279/,chamartin,2016-10-08
34762678,"Piso en calle de Canillas, Prosperidad, Madrid 640 360 847 ",700,1,45,4,t,/inmueble/34762678/,chamartin,2016-10-06
34783906,"Piso en avenida de Alberto de Alcocer, Bernabéu-Hispanoamérica, Madrid 609 212 597 ",750,1,35,6,t,/inmueble/34783906/,chamartin,2016-10-08
34793936,"Piso en calle de Santa Juliana, 23, Bellas Vistas, Madrid 915 609 784 ",820,2,78,0,f,/inmueble/34793936/,tetuan,2016-10-10
34794396,"Piso en Prosperidad, Madrid 918 007 206 ",950,2,90,4,t,/inmueble/34794396/,chamartin,2016-10-10
34814463,"Piso en calle de los Molinos, 17, Berruguete, Madrid 625 289 255 ",650,1,60,3,t,/inmueble/34814463/,tetuan,2016-10-12
2144708,"Piso en calle Doctor Fleming, 33, Nueva España, Madrid 609 908 350 ",950,1,45,10,t,/inmueble/2144708/,chamartin,2016-10-10
34759540,"Piso en calle de Fernández de los Rios, 15, Arapiles, Madrid 914 454 676 ",1200,2,80,5,t,/inmueble/34759540/,chamberi,2016-10-10
34792315,"Piso en calle de Fernández de la Hoz, Nuevos Ministerios-Ríos Rosas, Madrid 918 003 182 ",1700,2,100,5,t,/inmueble/34792315/,chamberi,2016-10-10
34787565,"Piso en calle del Cardenal Cisneros, 82, Trafalgar, Madrid 629 555 771 ",775,2,50,3,f,/inmueble/34787565/,chamberi,2016-10-10
34817113,"Piso en calle General Varela, Cuzco-Castillejos, Madrid 918 003 967 ",750,1,75,4,t,/inmueble/34817113/,tetuan,2016-10-13
34728317,"Piso en calle de Sor Ángela de la Cruz, Cuzco-Castillejos, Madrid 912 179 024 ",1100,2,115,4,t,/inmueble/34728317/,tetuan,2016-10-05
34835916,"Piso en calle Paravicinos, 14, Bellas Vistas, Madrid 918 266 169 ",480,1,24,0,f,/inmueble/34835916/,tetuan,2016-10-14
34837706,"Piso en calle Magallanes, Arapiles, Madrid 916 359 013 ",1700,2,110,5,t,/inmueble/34837706/,chamberi,2016-10-14
34766435,"Piso en calle de Müller, Valdeacederas, Madrid 918 007 215 ",700,3,60,3,f,/inmueble/34766435/,tetuan,2016-10-07
34908862,"Piso en Oñate, Cuzco-Castillejos, Madrid 911 363 512 ",900,1,60,1,t,/inmueble/34908862/,tetuan,2016-10-21
34846202,"Ático en calle María Juana, Berruguete, Madrid 910 148 419 ",700,0,70,3,t,/inmueble/34846202/,tetuan,2016-10-15
30767382,"Piso en calle talavera, 6, Bernabéu-Hispanoamérica, Madrid 649 261 936 ",995,2,35,1,t,/inmueble/30767382/,chamartin,2016-10-21
34852776,"Piso en calle Álvarez, 27, Ventilla-Almenara, Madrid 616 190 085 ",700,1,55,2,f,/inmueble/34852776/,tetuan,2016-10-16
34875867,"Piso en calle de orense, Cuzco-Castillejos, Madrid 911 790 728 ",1950,1,75,14,t,/inmueble/34875867/,tetuan,2016-10-19
34881294,"Piso en Almagro, Almagro, Madrid 628 597 053 ",1700,1,60,4,t,/inmueble/34881294/,chamberi,2016-10-19
30061534,"Piso en calle Juan Pradillo, 12, Bellas Vistas, Madrid 629 180 529 ",750,2,80,2,t,/inmueble/30061534/,tetuan,2016-10-15
32482863,"Ático en El Viso, Madrid 914 892 489 ",3400,4,265,8,t,/inmueble/32482863/,chamartin,2016-10-11
34848509,"Piso en avenida de Alfonso XIII, Nueva España, Madrid 912 171 639 ",1100,1,57,1,t,/inmueble/34848509/,chamartin,2016-10-15
34797796,"Piso en Cuatro Caminos, Madrid 914 892 489 ",2900,2,120,3,t,/inmueble/34797796/,tetuan,2016-10-11
34808515,"Piso en SAN FRANCISCO DE SALES, Vallehermoso, Madrid 914 891 979 ",3000,2,120,5,t,/inmueble/34808515/,chamberi,2016-10-11
34926216,"Piso en avenida del General Perón, 14, Cuatro Caminos, Madrid 916 358 319 ",1700,4,128,5,t,/inmueble/34926216/,tetuan,2016-10-24
1823178,"Piso en calle Rodríguez San Pedro, 39, Gaztambide, Madrid 653 889 598 ",650,2,50,1,t,/inmueble/1823178/,chamberi,2016-10-11
34768625,"Piso en calle Caracas, Almagro, Madrid 911 362 546 ",1200,2,85,4,f,/inmueble/34768625/,chamberi,2016-10-07
34764937,"Piso en calle de Gaztambide, 35, Gaztambide, Madrid 670 688 534 ",720,1,40,2,t,/inmueble/34764937/,chamberi,2016-10-07
34883053,"Piso en calle Sorgo, 12, Valdeacederas, Madrid 660 801 437 ",600,1,45,0,f,/inmueble/34883053/,tetuan,2016-10-19
34775077,"Piso en calle de Fernando el Católico, Arapiles, Madrid 918 002 569 ",1000,2,65,2,t,/inmueble/34775077/,chamberi,2016-10-07
34771035,"Piso en calle de Cea Bermúdez, 18, Vallehermoso, Madrid 669 782 193 ",850,1,50,3,t,/inmueble/34771035/,chamberi,2016-10-07
34773499,"Piso en calle Magallanes, Arapiles, Madrid 916 359 013 ",1700,2,110,5,t,/inmueble/34773499/,chamberi,2016-10-07
34772599,"Piso en NICASIO GALLEGO, 1, Trafalgar, Madrid 918 004 361 ",1500,2,0,0,f,/inmueble/34772599/,chamberi,2016-10-07
34771194,"Piso en calle de Caracas, 8, Almagro, Madrid 629 310 723 ",1200,2,85,4,f,/inmueble/34771194/,chamberi,2016-10-07
34766436,"Piso en calle Palafox, 18, Trafalgar, Madrid 607 659 409 ",1000,2,65,3,t,/inmueble/34766436/,chamberi,2016-10-07
34883117,"Piso en calle Sánchez Pacheco, 16, Ciudad Jardín, Madrid 647 649 041 ",650,1,50,0,f,/inmueble/34883117/,chamartin,2016-10-19
639267,"Piso en avenida Alberto Alcocer, Bernabéu-Hispanoamérica, Madrid 915 449 893 ",750,1,55,3,t,/inmueble/639267/,chamartin,2016-10-24
34853657,"Piso en vallehermoso, Vallehermoso, Madrid 918 003 967 ",1000,2,0,0,f,/inmueble/34853657/,chamberi,2016-10-17
34821504,"Piso en plaza Ángel Carbajo, Cuzco-Castillejos, Madrid 914 877 352 ",1750,2,80,3,t,/inmueble/34821504/,tetuan,2016-10-13
28365618,"Piso en calle General Varela, 33, Cuzco-Castillejos, Madrid 656 711 698 ",730,1,45,3,t,/inmueble/28365618/,tetuan,2016-10-17
1938292,"Piso en calle Núñez de Balboa, 118, El Viso, Madrid 639 794 622 ",1000,1,45,4,t,/inmueble/1938292/,chamartin,2016-10-07
34932934,"Piso en Bellas Vistas, Madrid 912 188 752 ",1250,3,145,5,t,/inmueble/34932934/,tetuan,2016-10-24
34773978,"Dúplex en avenida de Pio XII, 92, Castilla, Madrid 666 359 013 ",1350,4,350,15,t,/inmueble/34773978/,chamartin,2016-10-07
34776694,"Dúplex en calle Apolonio Morales, Nueva España, Madrid 912 171 639 ",1600,2,90,4,t,/inmueble/34776694/,chamartin,2016-10-08
34792020,"Piso en calle de Orense, 69, Cuzco-Castillejos, Madrid 606 976 775 ",1950,1,75,14,t,/inmueble/34792020/,tetuan,2016-10-10
34835826,"Piso en calle de Raimundo Fernández Villaverde, Cuatro Caminos, Madrid 915 548 800 ",1200,2,90,7,t,/inmueble/34835826/,tetuan,2016-10-14
34794357,"Piso en avenida de Alberto de Alcocer, 41, Nueva España, Madrid 914 876 043 ",1200,1,65,10,t,/inmueble/34794357/,chamartin,2016-10-10
34835261,"Estudio en Trafalgar, Madrid 914 898 357 ",595,0,35,0,f,/inmueble/34835261/,chamberi,2016-10-14
34907691,"Piso en calle de hernani, 51, Cuatro Caminos, Madrid 914 113 253 ",990,3,80,2,t,/inmueble/34907691/,tetuan,2016-10-21
34852071,"Dúplex en calle del Divino Redentor, 61, Valdeacederas, Madrid 607 728 820 ",930,2,90,3,f,/inmueble/34852071/,tetuan,2016-10-16
34875428,"Ático en Valdeacederas, Madrid 916 350 512 ",850,2,100,3,t,/inmueble/34875428/,tetuan,2016-10-19
34853240,"Piso en calle del Cardenal Cisneros, 38, Trafalgar, Madrid 916 658 660 ",1500,3,72,3,t,/inmueble/34853240/,chamberi,2016-10-17
34796370,"Ático en SANTA ENGRACIA, Trafalgar, Madrid 916 359 013 ",2600,2,125,8,t,/inmueble/34796370/,chamberi,2016-10-10
30761605,"Ático en avenida del valle, 13, Vallehermoso, Madrid 689 843 124 ",1400,1,92,4,t,/inmueble/30761605/,chamberi,2016-10-10
34792247,"Piso en calle de Treviño, Nuevos Ministerios-Ríos Rosas, Madrid 916 351 396 ",750,3,60,1,t,/inmueble/34792247/,chamberi,2016-10-10
34776410,"Piso en calle del Comandante Zorita, Cuatro Caminos, Madrid 915 190 829 ",825,1,23,6,t,/inmueble/34776410/,tetuan,2016-10-07
